passage_id,chapter,section,subsection,page,text,word_count,cluster,cluster_name,x,y,neighbors,section_novelty
p01204,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): Consent of the instructor is required,335,"Exploration of the interplay between narrative, graphics, rule systems, and artificial intelligence in the creation of interactive games. Programming experience not required. MEDIART 307 International Communication (4 credits) This course will examine the global effects of media, the flow of information, the controls countries impose on communication systems and the effects of Western dominance on world media systems. The course will introduce students to the key theories, concepts, and practices in the broadly defined international communication. Students will examine the giant media companies around the world and discuss the impact of ownership on media messages.",95,3,Academic Procedures,5.8470116,13.35512,p00455;p01203;p01056;p01189;p01188,0.44516563415527344
p01205,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): Consent of the instructor is required,335,"The course will look at how advertising, music and news programs affect more than their intended audiences, and look at how technology is changing the global media picture. MEDIART 310 Screenwriting (4 credits) This course introduces students to theory and practice of the process of writing for the screen. We explore visual storytelling and analysis of screenplays and movies in order to develop original stories into screenplay format. Students will learn to recognize and understand proper screenplay format and structure, understand how screenplay writing is a unique style of writing and why, understand character development and power relationships, and have a better understanding of",104,3,Academic Procedures,5.6404214,14.010168,p01206;p01192;p01169;p01203;p01187,0.47918128967285156
p01206,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): Consent of the instructor is required,336,"the business of screenwriting. Through the actual writing of a feature length script, students gain hands-on practice on writing and presenting treatments, outlines, scenes, story planning, character development, communicating information, relationships between script and cinematic dimensions, as well as working with studios and editors. MEDIART 311 Cinematography (4 credits) Practice based investigation of cinematographic principles and visual storytelling techniques in motion picture production. Professional practice is informed and contextualized by screenings, readings, workshops, and in and out of class exercises towards the creation of original work in the context of the history of cinematography.",94,3,Academic Procedures,5.5571456,14.115301,p01205;p01192;p01207;p01169;p01170,0.6083530187606812
p01207,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): Consent of the instructor is required,336,"Working with both film and video, students learn and apply fundamental techniques of composition, exposure, frame rate, focus pulling, point of view, camera placement and movement, lighting, and framing people and objects. MEDIART 312 Graphic Design in Motion (4 credits) Motion Design is the creation of animated graphics using graphic design, typography, advertising, photography, animation sound and filmmaking. Students learn the latest technology such as After Effects and 3D softwares but it is the creative intent that motivates the acquisition of technical capabilities. We will learn how to work collaboratively with other students with different skill sets. Emphasis will be on design, conceptualization and the ability to communicate ideas.",109,3,Academic Procedures,5.4496536,14.007234,p01208;p01192;p01185;p01205;p01198,0.531154990196228
p01208,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): Consent of the instructor is required,336,"The course enables students to learn the language and principles of graphic design, to develop a method for solving design problems, to communicate ideas effectively and to create professional quality motion design such as title sequences, logo animation, news reel, that can be integrated into film, life performance or web, using the latest technology combining softwares like After Effects, editing software (Premier or Final Cut Pro) and 3D software, and by creating style frames and storyboards. Familiarity with Photoshop and Illustrator is helpful but not required.",86,3,Academic Procedures,5.4087253,7.620311,p01207;p01185;p01205;p01192;p01169,0.497447669506073
p01209,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): Consent of the instructor is required,336,"MEDIART 313 Sports Documentary (4 credits) Sports documentaries have a long legacy of excellent storytelling that is used to discuss deep rooted social problems by adding emotional and dramatic power. This class will examine themes ranging from climate change, identity, domestic abuse, institutional cover ups, and systemic racism, to the intersection of sports, crime, and politics. We will discuss the mechanisms used in sports documentary storytelling to explore different traditions in documentary filmmaking as a whole. Screenings and readings will reinforce practice exercises towards the production of your own documentary.",90,3,Academic Procedures,5.371663,13.905361,p00638;p01176;p01179;p00629;p01168,0.5782876014709473
p01210,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): Consent of the instructor is required,336,MEDIART 390 Junior Seminar: Advanced Topics (4 credits) This seminar is a core component of the interdisciplinary major in Media and Arts. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the,85,3,Academic Procedures,5.195892,13.751355,p01212;p00629;p01168;p01190;p00635,0.41943877935409546
p01211,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): Consent of the instructor is required,337,"ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary. This seminar is required for all juniors in the major. Other students may enroll with the permission of the instructor. MEDIART 405 The Curatorial: Theory and Practice (4 credits) Is everyone a curator? The etymological meaning of to curate – to take care of – has become, with the ever-expanding meaning of art and exhibition making, both central to and contested by practitioners who carefully conceptualize, comment, organize, and show art. In this course, we ask fundamental questions of what curation does and should do. We will: 1.",107,3,Academic Procedures,5.2920566,13.258778,p00987;p00988;p01448;p00876;p00627,0.49952375888824463
p01212,Part 10: Majors and Courses,Course Descriptions,Prerequisite: Consent of the Instructor,337,MEDIART 490 Senior Seminar: Advanced Topics (4 credits) This seminar is a core component of the interdisciplinary major in Media and Arts. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary.,104,3,Academic Procedures,5.0786777,13.625202,p01210;p00876;p00629;p01088;p01447,0.39042460918426514
p01213,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Military Science (MILITSCI),338,"These credits cannot be counted toward the 136 credit requirement, but they may be counted toward the additional credit requirements for students from the Chinese mainland, Hong Kong, Macau, and Taiwan. (See section on Credits Required for Degrees in Part 3.)",41,1,Majors & Courses — Topic 2,1.952275,9.730866,p00076;p00074;p00072;p00075;p00071,0.6514661312103271
p01214,Part 10: Majors and Courses,Course Descriptions,MILITSCI 101: Military Theory (2 credits),338,"A lecture course in the field of national defenses and security that includes the national defenses and security of China, international strategic environment, modernized and high-tech equipment, and military thinking.",30,1,Majors & Courses — Topic 2,6.716004,11.558832,p01028;p01063;p00783;p01062;p01058,0.5013818740844727
p01215,Part 10: Majors and Courses,Course Descriptions,MILITSCI 102: Military Skills Practice (2 credits),338,"A physical practice course which includes formation training, common regulations for military study, physical training, combat training, tactical training, marching, orienteering, mapping, and first aid training. Closed by a military parade.",31,3,Academic Procedures,2.4912968,9.865738,p00815;p01426;p01474;p00389;p01214,0.6611382961273193
p01216,Part 10: Majors and Courses,Course Descriptions,MUSIC 20 Introduction to Music Theory (Beginning) (4 credits),339,"Credit for Advanced Placement on the basis of the College Board Examination in Music. MUSIC 115 Chorale (2 credits, CR/NC grading) Singing is a beautiful way to relax and express your feeling. Chorale singing is much more fantastic and powerful than solo singing. This course will form a Duke Kunshan University Choir, and encourage the students to explore the essence of chorale. The students will be assigned in different vocal parts according to their voice range and timbre, but sing together as a whole. Students are required to join the classes /rehearsals once a week, then will get a chance to perform at the end of the term.",108,4,Student Life & Support,1.5801547,9.411444,p00233;p00223;p00130;p00077;p00144,0.696160078048706
p01217,Part 10: Majors and Courses,Course Descriptions,MUSIC 20 Introduction to Music Theory (Beginning) (4 credits),339,"Besides that, our DKU Choir will be invited to perform at various venues in Kunshan and Shanghai City for some special events occasionally. This course will invite choreographers to coach the students if the repertoire requires some body movements. This course may be repeated for credit.",46,4,Student Life & Support,1.279631,11.158041,p00373;p00383;p00378;p00001;p00005,0.7056688070297241
p01218,Part 10: Majors and Courses,Course Descriptions,Prerequisite: Consent of the Instructor,339,"MUSIC 210 Chamber Ensemble (2 credits, CR/NC grading) Music is said to be the universal language. This course is designed for students to utilize their knowledge of this language to further their understanding of this performing art and gain a deeper insight into group performance. Students will explore new or old repertoire with fellow musicians during the course of the term under the guidance of the instructor, and will perform in various venues around Kunshan and Shanghai area. Students are required to join weekly rehearsals with assigned groups and all groups will perform in a concert at the end of the term.",102,1,Majors & Courses — Topic 2,3.7505124,10.531712,p01219;p00913;p01216;p00982;p01094,0.5350160002708435
p01219,Part 10: Majors and Courses,Course Descriptions,Prerequisite: Consent of the Instructor,339,This course will also invite guest musicians as coaches to help each individual group. Previous experience in learning and performing a musical instrument is recommended. This course may be repeated for credit.,32,3,Academic Procedures,3.658137,10.230322,p01218;p01216;p01440;p00951;p01426,0.6630384922027588
p01220,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Neuroscience (NEUROSCI),340,"NEUROSCI 102 Biological Basis of Behavior (4 credits) An introduction to the methods, models, and reasoning that have led to discoveries about brainbehavior relations, and a critical evaluation of the current theories that guide our thinking about the neurobiology, development and evolution of sensory and cognitive processes, sleep, pain, emotion, hunger, and thirst as well as maternal and sexual behavior patterns. NEUROSCI 202 Medical Neuroscience (4 credits) Examines the functional organization and neurophysiology of the human central nervous system, with a neurobiological framework for understanding human behavior.",87,5,Majors & Courses — Topic 3,8.954074,8.934712,p00437;p01221;p00441;p00708;p01222,0.642211377620697
p01221,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Neuroscience (NEUROSCI),340,"Students learn the anatomy and function of neural systems in the brain and spinal cord that mediate sensation, motivate bodily action, and integrate sensorimotor signals with memory, emotion, and related cognitive faculties. Provides the foundation for neurological sciences, including understanding the impairments of sensation, action, and cognition that accompany injury, disease, or dysfunction in the human central nervous system. NEUROSCI 212 Cognitive Neuroscience (4 credits) The biological bases of higher brain function, including perception, attention, memory, language, emotion, executive functions and consciousness. Emphasis on human brain function at the macroscopic network-level, and the current theories and controversies in this rapidly growing field.",102,5,Majors & Courses — Topic 3,8.920925,8.936306,p01220;p00441;p00437;p00710;p01222,0.7029845714569092
p01222,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PSYCH 101 or NEUROSCI 102,340,"NEUROSCI 301 Research Methods in Neuroscience (4 credits) Explore the wide spectrum of methods commonly used in the field of neuroscience, ranging from molecular/genetic to electrophysiology and whole brain imaging. Multiple units of this team-based learning course will include interaction with a scientist currently practicing the technique.",47,5,Majors & Courses — Topic 3,8.92109,8.879551,p00441;p00710;p01220;p01221;p00437,0.6554164886474609
p01223,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),341,"PHIL 101 Introduction to Western Philosophy (4 credits) This course focuses on the origins of the European philosophical tradition, with an emphasis on metaphysics, theory of knowledge, ethics and politics. The course reads primary texts of Plato, Aristotle, Lucretius and Epicurus and other key western thinkers in English translation. The course examines the significance of these key approaches to philosophy in the later development of the European philosophical tradition, and considers their relevance for the contemporary global context.",78,0,Majors & Courses,7.7969685,9.557056,p01226;p00528;p00553;p01228;p00529,0.5496420860290527
p01224,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),341,"PHIL 102 Introduction to Classical Chinese Philosophy (4 credits) This course introduces the foundations of Chinese thought with a focus on the Warring States period (475-221 B.C.E.), a period in which schools of thought like Confucianism, Mohism, and Daoism originally flourished. Students will read selections from the most famous classical Chinese philosophy texts in English translation. The course emphasizes close reading of texts, with a view to understanding their key concepts and issues, as well as forms of argumentation.",79,0,Majors & Courses,7.511367,9.812709,p00528;p01225;p00814;p01020;p01017,0.48587948083877563
p01225,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),341,"In so doing, students will think through the key questions that animated intense debate between key schools of philosophy, and examine how these key debates have influenced the development of Chinese culture right through to the present day. PHIL 103 Chinese and Mediterranean Philosophy (4 credits) The early Mediterranean civilizations (Mesopotamia, Egypt, Greece, Rome) and dynastic China have been profoundly influential in the development of world civilizations, and in how human civilization is conceived. How do they compare in their traditions of thought about how one ought to live, theories of government and governance, and methods and aims in study of the natural world?",104,0,Majors & Courses,7.624777,9.66,p01224;p00529;p00537;p00528;p00553,0.47081881761550903
p01226,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),341,"This course offers a basic introduction to early Chinese and Western thought through examination of selected primary texts in English translation. As well as analyzing these approaches to philosophy in their historical and cultural context, the course debates their continuing relevance in a global context. PHIL 105 History of Modern European Philosophy (4 credits) Modern European philosophy centers on the theories of knowledge, morality and metaphysics of key thinkers of the 17thand 18th-centuries, notably Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, and Kant . Together, these thinkers brought to birth a distinctively European approach to humanism, in dialog with science and reason, that has resonated powerfully across the world.",108,0,Majors & Courses,7.734544,9.619938,p01223;p00528;p01225;p00553;p00529,0.49542152881622314
p01227,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),341,"This course examines their key arguments by reading selected primary texts, and debates their continued relevance in the contemporary world.",20,0,Majors & Courses,7.391642,12.035174,p01361;p00701;p01020;p01452;p01120,0.4167277216911316
p01228,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),342,PHIL 106 Global Philosophy (4 credits) The Global Philosophy course offers a gateway for students to critically engage with the diverse philosophical traditions that inform the making of the increasingly pluralistic modern world. The aim of the course is to cultivate deep appreciation of diversity and to help students develop a culturally sensible map of the world’s philosophical traditions that will help them deal with the compelling challenges in this multicultural age. PHIL 107 What’s the Right Thing to Do?,80,0,Majors & Courses,7.8237195,9.555201,p00529;p00553;p01223;p01225;p00994,0.37002748250961304
p01229,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),342,Ethics and Justice in the Modern World (4 credits) This course examines classical and contemporary theories of justice in Western philosophical ethics and applies them to modern dilemmas that have dominated political and cultural conflict in the modern West.,39,0,Majors & Courses,8.077269,9.539587,p01223;p00946;p00527;p00529;p00945,0.5664840936660767
p01230,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),342,"These topics include questions of economic justice in relation to capitalism and communism; the question of human rights as a supreme and universal value that cuts across all social and cultural contexts; the profound challenges of slavery, colonialism and racial justice that haunt American politics in the present day; the continuing quest for gender equality; and contemporary issues of gender politics including same-sex marriage and the recognition of transgender and nonbinary identities. PHIL 108 Philosophy and Ethics of Artificial Intelligence (2 credits) Recent progress in Artificial Intelligence, via machine learning techniques that leverage big data, has made breakthroughs in a variety of domains.",103,2,Curriculum & Degree Requirements,6.244881,6.97744,p01231;p00449;p01425;p00488;p01079,0.6228646039962769
p01231,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),342,"While some believe AI is still nothing but a tool, others believe we are on the verge of a technological singularity – the invention of an artificial superintelligence that will trigger exponential technological advancement that will change humanity in unpredictable ways. In this course we will begin with philosophical reflection on the nature of AI and then consider ethical issues that lie on a spectrum from highly speculative projections regarding the future of AI to highly practical issues that are being generated by actual AI applications being deployed today: internet usage, profiling, and autonomous vehicles among others.",97,5,Majors & Courses — Topic 3,6.2881107,7.0549164,p01230;p00885;p00492;p00449;p01082,0.8073912858963013
p01232,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),342,"PHIL 109 Philosophy through Computer Science (2 credits) In this class we will explore several classic philosophical issues by learning how to program in Python. This is made possible by the close affinity that is shared between a number of computational concepts and their philosophical counterparts. For example, the concept of recursion can help us think about the existence of God by way of infinity. Completing this class will give you rudimentary Python programming skills and the ability to critically engage several philosophical issues. The ideal student will have an interest in both disciplines but have no prior knowledge of either.",101,5,Majors & Courses — Topic 3,5.5162115,6.814978,p00823;p01081;p00403;p00405;p00444,0.5909601449966431
p01233,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),343,"PHIL 110 Philosophy and Sport (2 credits) Philosophical questions arise frequently in sporting contexts, and pursuing those questions can be profitable in both directions: on the one hand, emerging issues in sport often require philosophical engagement in order to make progress on a question of practical importance, while on the other hand, reexamining and deploying concepts and theories in the sporting context can helpfully reshape our thinking. The pivotal concepts at the core of this course are fairness and exploitation.",80,3,Academic Procedures,7.83624,9.4074745,p00553;p00529;p01228;p01223;p01209,0.6366704702377319
p01234,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),343,"We’ll examine these concepts through a combination of great works in the history of philosophy, contemporary work in analytic philosophy, and recent sporting controversies PHIL 111 Non-Human Animal Ethics (2 credits) This course examines the morality of our treatment of nonhuman animals. We will start by considering the cognitive and emotional capacities of some nonhuman animals. After that, the course will be divided into 3 units. Unit 1 will cover ethical questions surrounding the use of animals for food. Unit 2, on animal companionship, will consider what moral responsibilities we have to our animal companions, and how they compare to the responsibilities we have towards our human friends.",108,2,Curriculum & Degree Requirements,8.07267,9.061031,p01235;p00942;p00707;p01392;p01395,0.6429793238639832
p01235,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),343,"Finally, Unit 3, on animal captivity, will address moral issues associated with the human practice of using animals for the purpose of entertainment. PHIL 112 Thinking and Doing (2 credits) When doing philosophy we think about the world and about ourselves in it. This includes our thoughts about the world as well as our actions and interactions with it and one another. In this course, we will consider related foundational philosophical contributions on the nature of human thought, action, and their connection. In doing so we will attend closely to key elements of the practice of philosophical thinking and writing, including standards of logical argumentation and of academic philosophical writing.",110,3,Academic Procedures,8.002785,9.182409,p01234;p01195;p01241;p00942;p00529,0.6190544962882996
p01236,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),343,"We will dedicate ourselves particularly to developing and honing our own philosophical writing skills in accordance with these standards. PHIL 202 Problems in Philosophy of Science (4 credits) This course examines the principal philosophical problems of scientific practice with a view to explaining what science is and how it works. Students will learn how science may be distinguished from pseudo-science, how and why scientific theories change, and whether science can ever give us a fully accurate description of reality. The course focuses on what constitutes scientific explanation, how experimentation can confirm or deny scientific hypotheses, and the contrast between instrumentalist and realist conceptions of scientific theory.",106,3,Academic Procedures,7.999099,9.120469,p01237;p01228;p00974;p00553;p00529,0.4897581934928894
p01237,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),343,"The course also examines the notion of scientific laws, and how these concepts may be challenged by the question of indeterminism that emerges in post-classical science.",26,5,Majors & Courses — Topic 3,8.014867,9.080458,p01236;p00974;p01249;p01248;p01238,0.5670515894889832
p01238,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),344,"PHIL 204 Theory of Knowledge (4 credits) Do we know anything at all? If we do, how do we know it? How does knowledge differ from opinion and belief? Perception is a major avenue to knowledge, but what is it and under what conditions can we trust it? Our perceptions are influenced by what we already believe about the world. Does this make our perceptions untrustworthy since our beliefs can often be wrong? These related set of questions, collectively understood as the basic problems of epistemology, have challenged thinkers across the world and over centuries. This course examines a variety of ancient and modern approaches to these questions.",108,2,Curriculum & Degree Requirements,7.759908,9.397398,p00528;p01396;p01223;p01228;p01236,0.5628287196159363
p01239,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),344,"PHIL 205 Logic (4 credits) Logic is the study of the conditions of good reasoning and clear communication. Logic is an indispensable tool for an indispensable feature of human life: entertaining, assessing and crafting arguments. This course is designed to equip students with some basic skills in distinguishing good arguments from bad ones by introducing them to formal systems of logic and rules of reasoning. The goals of this course focus on reaching proficiency in particular skills in deductive and inductive logic, largely through practicing their application.",87,5,Majors & Courses — Topic 3,5.2767644,6.7864795,p00051;p01232;p00132;p00528;p01236,0.6134153604507446
p01240,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),344,"The skills cultivated in this class have a broad relevance to critical thinking generally, and so students will leave this course with preparation to extend principles of critical thinking into many domains, both academic and not. PHIL 206 Climate Change Ethics (2 credits) Climate change has come into focus as a defining problem of the 21st century, but the challenges it presents are not limited to the arenas of engineering, science, and economics. Climate change also represents a challenge for some of our key moral concepts, for our understanding of moral theory, and for our ability to enact morally sensible collective policies and construct morally responsible individual lives.",108,2,Curriculum & Degree Requirements,9.189495,8.714139,p01241;p01395;p01345;p00919;p01348,0.4714319109916687
p01241,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),344,"This course will explore ethical dimensions of climate change, including questions concerning moral responsibility for climate woes, possible responses to problematic climate effects, and the implications of climate change for environmental ethics more generally. PHIL 301 Philosophy of Mind (4 credits) This course is an introduction to the basic questions about mind: What is consciousness? Is the mind really like a computer or something quite different? Can thoughts, perceptions, feelings and intentions be explained in terms of events and processes in the brain and nervous system? How do we know there are minds other than our own?",97,2,Curriculum & Degree Requirements,8.446685,9.015014,p01240;p01395;p00919;p00942;p01392,0.4618585705757141
p01242,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),344,"Although philosophers across the world have considered these questions for many centuries, the contemporary study of mind is heavily dependent on more recent scientific discoveries in cognitive psychology, neuroscience and computer science. The course demonstrates how philosophy has rapidly developed through engagement with these sciences.",45,5,Majors & Courses — Topic 3,8.502977,9.11911,p01241;p01334;p00708;p01226;p00553,0.6386681795120239
p01243,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),345,"PHIL 311 The Political and Social Thought of Hannah Arendt (4 credits) Hannah Arendt is one of the most important 20th century western political thinker. Although her work covered a wide range of subjects, her foremost concern was politics and society. This course aims to familiarize students with the political and social thought of Hannah Arendt, so that they may use her ideas to understand and address the 21st century’s pressing problems.",72,2,Curriculum & Degree Requirements,8.698013,11.773588,p01420;p01327;p01244;p01326;p01419,0.5190290212631226
p01244,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Philosophy (PHIL),345,"We will read from her seminal works, as well as secondary scholarship, in order to understand Arendt’s key concepts – which could include thoughtlessness, the banality of evil, totalitarianism, the political, statelessness, revolution, power, authority, and labor and work. We will then apply these concepts to some of today’s pressing social and political problems.",54,2,Curriculum & Degree Requirements,8.702597,11.804009,p01327;p01420;p01243;p01326;p01117,0.6141778826713562
p01245,Part 10: Majors and Courses,Course Descriptions,PHYS 25 Introduction to Mechanics (4 credits),346,Credit for Advanced Placement on the basis of the College Board Examination in Physics C: Mechanics,16,7,Academic Procedures — Topic 2,1.8355659,6.5546737,p00750;p00904;p01246;p00905;p01095,0.6807224750518799
p01246,Part 10: Majors and Courses,Course Descriptions,PHYS 26 Introduction to Electricity and Magnetism (4 credits),346,"Credit for Advanced Placement on the basis of the College Board Examination in Physics C: Electricity and Magnetism PHYS 101 Frontiers of 21st Century Physics (4 credits) Frontiers of 21st Century Physics explore the major subdisciplines of modern physics and their (potential) applications in industry/research. Students learn why society invests so much in physics and what it gets in return, from the origins of electronic devices and novel materials tackling the energy crisis to the large-scale structure of our universe. Students will build up an understanding that modern technologies are developed based on physics, i.e., application of laser in autopilot, magnetic levitation, etc.",103,5,Majors & Courses — Topic 3,7.9998517,4.906599,p01245;p01250;p00616;p00615;p01264,0.5435793399810791
p01247,Part 10: Majors and Courses,Course Descriptions,PHYS 26 Introduction to Electricity and Magnetism (4 credits),346,"This course serves as an introductory course to freshman students to give them a taste of modern physics and to inspire their interest in physics. PHYS 105 The Science of Asian Sound (4 credits) This course is an introduction to acoustics, sound, and music. Participants will learn about wave theory, spectral analysis, and the mathematical and scientific basis for music scales, timbre, pitch perception, and harmonics. Vibration sources, resonant chambers, and wave amplification will be discussed. Special attention will be given to waves on strings and waves in pipes, and approximations and corrections to physical systems.",96,5,Majors & Courses — Topic 3,8.033591,5.09243,p01248;p00623;p01250;p00621;p01253,0.574939489364624
p01248,Part 10: Majors and Courses,Course Descriptions,PHYS 26 Introduction to Electricity and Magnetism (4 credits),346,"Concrete examples will be drawn from Asian instruments and music, with particular attention to the Guqin, Guzheng, Erhu, Dizi, and instruments and vocalists of Chinese opera. PHYS 121 Integrated Science – Physics (4 credits) This course is about how to view the world from the perspective of classical mechanics, based on an understanding of the core concepts and theoretical laws. As a science foundation course, it helps students appreciate the elegant simplicity of the universal laws governing the complex systems surrounding us, and it teaches an important approach to identifying, formulating, and solving problems encountered in the physical world.",99,5,Majors & Courses — Topic 3,8.06966,5.1995325,p01247;p01250;p01249;p00752;p00623,0.4397554397583008
p01249,Part 10: Majors and Courses,Course Descriptions,PHYS 26 Introduction to Electricity and Magnetism (4 credits),346,"The course begins with the core concepts of classical mechanics ̶ time, space, mass, force, work, energy, momentum ̶ and the physical laws that link them with each other. Students first learn Newton’s laws and the universal law of gravitation as they apply to point mass systems. Subsequently, basic concepts of oscillation and waves, rigid body motion, fluid mechanics, thermodynamics and statistical mechanics are introduced, illustrated with real-life examples (e.g., physics of cooking, biosphere as a thermal engine) to help students integrate",82,5,Majors & Courses — Topic 3,8.088768,5.2480783,p01089;p01248;p01250;p01254;p01147,0.5046798586845398
p01250,Part 10: Majors and Courses,Course Descriptions,PHYS 26 Introduction to Electricity and Magnetism (4 credits),347,"different science foundation courses by themselves. While no previous knowledge of physics is required, some background is advantageous. Not open to students who have credits for both INTGSCI 101 and 102. Prerequisite(s): MATH 101 or 105. Not open to students who have credits for both INTGSCI 101 and 102. PHYS 122 General Physics II: Electricity, Magnetism and Light (4 credits) This course is the second of a series of two general physics courses that are highly interactive and illustrated with applications from different perspective of sciences and everyday life. Core topics: electric fields, circuits, magnetic fields, Faraday's law, Maxwell's equations, electromagnetic waves, properties of light, geometric optics, wave optics.",109,5,Majors & Courses — Topic 3,7.8502946,5.0903697,p01248;p01257;p01246;p01249;p00621,0.5321464538574219
p01251,Part 10: Majors and Courses,Course Descriptions,PHYS 26 Introduction to Electricity and Magnetism (4 credits),347,"Additional possible topics: optical instrumentation, quantum physics, selected applications.",9,5,Majors & Courses — Topic 3,8.167859,4.9029894,p01253;p01260;p00621;p01141;p00651,0.7580054998397827
p01252,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): INTGSCI 102 or PHYS 121,347,"PHYS 134 Introductory Astronomy (4 credits) How observation and scientific insights can be used to discover properties of the universe. Topics include an appreciation of the night sky, properties of light and matter, the solar system, how stars evolve and die, the Milky Way and other galaxies, the evolution of the universe from a hot Big Bang, exotic objects like black holes, and the possibility for extraterrestrial life. High-school-level knowledge of algebra and geometry is required.",76,5,Majors & Courses — Topic 3,8.064889,5.022039,p01253;p00623;p01248;p01262;p01249,0.577149510383606
p01253,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): High-school-level knowledge of algebra and geometry,347,"PHYS 201 Optics and Modern Physics (4 credits) Introductory treatments of special relativity and quantum mechanics. Topics include: wave mechanics and interference; relativistic kinematics, energy and momentum; the Schrodinger equation and its interpretation; quantum particles in one-dimension; spin; fermions and bosons; the hydrogen spectrum. Applications to crystallography, semiconductors, atomic physics and optics, particle physics, and cosmology.",56,5,Majors & Courses — Topic 3,8.1329155,4.9250183,p01260;p01251;p00621;p00651;p01262,0.6544979810714722
p01254,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): MATH 201; PHYS 122,347,"PHYS 301 Classical Mechanics (4 credits) Newtonian mechanics at the intermediate level, Lagrangian mechanics, linear oscillations, chaos, dynamics of continuous media, motion in non-inertial reference frames.",26,5,Majors & Courses — Topic 3,7.770209,5.107061,p00652;p01249;p01263;p00622;p01152,0.7251262068748474
p01255,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): MATH 201; MATH 202; PHYS 122,348,"PHYS 302 Thermal and Statistical Physics (4 credits) This course focuses on the basics of equilibrium thermodynamics and introduces the concepts of temperature, internal energy, and entropy using ideal gases and ideal paramagnets as models. The chemical potential is defined and the three thermodynamic potentials are discussed with use of Legendre transforms. It will also cover topics including the power of thermodynamics in gases and condensed matter, phase transitions, probability theory, and quantum statistics.",74,5,Majors & Courses — Topic 3,8.117054,5.005365,p00651;p00621;p01090;p01261;p00622,0.7638495564460754
