query,passage_id,chapter,section,subsection,page,cluster_name,text
credit,p01270,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),352,Majors & Courses — Topic 2,"The emphasis of this course is to give the students the working knowledge of tennis so they may enjoy it as a lifetime activity. PHYSEDU 109 Tai Chi (0.5 credit) Tai Chi is an ancient Chinese traditional martial art practiced worldwide. It is used as part of defense training, meditation, exercise program or for its various health benefits. This course aims to help students learn the basic forms of Tai Chi and to become comfortable in practicing independently. PHYSEDU 110 Pilates (0.5 credit) Pilates is a method of exercise that consists of low-impact flexibility, muscular strength and endurance movements. Pilates’ routine emphasizes proper postural alignment, core strength and muscle balance."
credit,p01271,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),352,Majors & Courses — Topic 2,"PHYSEDU 111 Yoga (0.5 credit) This class will explore the practice and application of yoga and meditation and will introduce students to various breathing techniques and forms that additionally promote strength and flexibility. Together, these benefits may help students in promoting healthier lifestyle. PHYSEDU 112 Body Combat Fitness (0.5 credit) Body combat fitness is an eclectic-based aerobics class that combines cardio and resistance training and utilizes components of kickboxing, boxing and dynamic conditioning drills using combat principles. This kind of aerobic workout uses principles of high intensity interval training (HIIT) to give all students regardless of fitness level a great workout and learn some of martial arts forms and techniques."
credit,p01272,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),353,Majors & Courses — Topic 3,"PHYSEDU 113 Body Step Aerobics (0.5 credit) Step aerobics is designed primarily to attain, improve and/or maintain healthy fitness level of students through their participation in the class. Students will also learn various fitness concept and principles and their application as part of the healthy lifestyle. The course will provide the tools to create and follow a personalized aerobics exercise regimen as part of the healthy lifestyle. PHYSEDU 114 Jogging/Walking (0.5 credit) This course emphasizes walking/jogging mechanics and physiological effects of cardiovascular activity and general benefits of exercise. This course provides the knowledge and skills necessary to improve cardiovascular endurance and fitness through walking and jogging."
credit,p01273,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),353,Majors & Courses — Topic 2,"PHYSEDU 115 Mixed Martial Arts (0.5 credit) Mixed Martial Arts (MMA) is an eclectic martial arts based training class that incorporates learning of various martial arts forms and skills with conditioning training. This course will focus on beginner techniques, and in contrast to traditional mixed martial arts, it will not involve ground techniques or grappling. Therefore, the focus of this course is on learning fundamentals of various martial arts forms accompanied by conditioning training routines. PHYSEDU 116 Stick Stretching/Yoga (0.5 credit) Stick stretching is a hybrid blend of traditional yoga poses, tai chi and soft martial arts, which is designed to improve mobility, flexibility, balance, strength, coordination and postural awareness."
credit,p01274,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),353,Majors & Courses — Topic 2,"Hence, the focus of stick yoga is on spinal health and correcting body mechanic. Sticks are used to provide support, guide and leverage stretching, strengthening and balance forms. PHYSEDU 117 Swimming (0.5 credit) Swimming course is designed to teach variety of swimming strokes for students with little or no swimming experience. However, considering that swimming ability depends not only on basic strokes, but also being comfortable in the aquatic environment, this class will also emphasize correct breathing skills, water threading and survival floating. PHYSEDU 118 Taekwondo (0.5 credit) Taekwondo is Korean martial art that emphasizes various forms of kicking."
credit,p01276,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),354,Majors & Courses — Topic 3,"PHYSEDU 119 TRX Suspension Training (0.5 credit) TRX is an innovative suspension weight training used by various populations to improve strength, endurance, body tone and overall health and wellness. It is based on seven fundamental movements: push, pull, plank, rotation, hinge, lunge and squat, from which numerous variations and types of workouts are designed to target a specific goal. In this course, you will learn these fundamental movements, and how to create your own routines and adopt them to fit your own goals using TRX."
credit,p01277,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),354,Majors & Courses — Topic 2,"PHYSEDU 120 Weight Training (0.5 credit) In weight training course, you will learn various strength training concepts, recommendations, techniques, and programs through discussions, handouts, and hands on demonstrations. While some theoretical background will be provided before each class, majority of class time will be conducted in a fitness center and hands on experience with primary aim to complete a full workout. Considering weight training can be used for various purposes we will introduce goal-specific workout recommendations such as muscle gain, body toning, functional weight training, sport specific training, weight loss and general health."
credit,p01278,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),354,Majors & Courses — Topic 2,"In addition, we will dispel various myths about weight training and workout safety in order to provide you with independence and comfort to make weight-training part of your healthy lifestyle. PHYSEDU 121 Integrated Fitness and Wellness (0.5 credit) Integrated Fitness and Wellness course emphasizes learning concepts of fitness and wellness through participation in a range of physical activities offered on and off-campus. The course is designed to encourage students to attend different fitness, sports and recreational activities, and using concepts covered in class, learn how to create individualized fitness and wellness goals based on activities they enjoy and fit their lifestyle."
credit,p01279,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),354,Majors & Courses — Topic 2,"In this class, there is no set class time and students are expected to participate in any three fitness activities per week lasting at least 45 minutes. Hence, students are welcome to attend any open fitness class offered on campus, go hiking, jogging, cycling or swimming with friends or play any sport throughout the week. You will use heart rate monitors to keep track of your activities, intensity, goals and participation. Students will have 1 discussion class every 2 weeks where theoretical concepts of fitness and wellness are class progress are discussed. PHYSEDU 122 Rowing (0.5 credit) This course is an introduction to the sport of rowing."
credit,p01281,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),355,Majors & Courses — Topic 2,"PHYSEDU 123 Kendo (0.5 credit) Kendo is a form of martial art that focuses on the use of bamboo sword as its integral part. Kendo integrates strategic thinking and methodology with physical agility and responsiveness, and as such is mentally and physically stimulating activity. Subsequently, students in this course have a unique opportunity not only to learn about Kendo as a physical activity, but also its significance in cultivating social and personal values in traditional China. PHYSEDU 124 Spinning (0.5 credit) Spinning, or indoor group cycling, is the stationary cycling program that simulates real cycling conditions to deliver high intensity workout."
credit,p01283,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),355,Majors & Courses — Topic 3,"Students will learn about a form of physical discipline at the intersection of physical exercise, dexterity and the arts. Students will learn that traditional theatrical arts offer a route to physical wellbeing, offering a rigorous training in physical and motor control. PHYSEDU 126 Ultimate Frisbee (0.5 credit) Ultimate Frisbee is a global, team sport that originated in the United States. This course is designed to familiarize students with the ultimate frisbee through engaging, high energy activities and theoretical background of history, rules, and game terminology. The course will emphasize several fundamental aspects of Ultimate Frisbee including backhand throws, forehand throws, pancake catch, rim catch, and game strategy."
credit,p01284,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Physical Education (PHYSEDU),355,Majors & Courses — Topic 3,"PHYSEDU 127 Flag Football (0.5 credit) Flag football is one of the fastest-growing youth sports worldwide. The purpose of the game is fairly similar to the American football, in contrast to the full contact version, in flag football there is minimal physical contact, no physical tackling, diving, blocking, screening, or fumbles. As part of the course students will learn fundamentals skills and strategies of flag football, and certainly develop physical skills required to recreationally play flag football."
credit,p01285,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Political Economy (POLECON),356,Curriculum & Degree Requirements,"POLECON 105 China and the Global South (2 credits) China’s vast material power and professed developing country status place it in a unique and highly influential position with respect to the Global South. In this course, we will examine the political economy of contemporary China’s relations with the Global South, covering topics including China’s development and humanitarian assistance, trade and investment, Chinese soft power, and it’s expanding security presence. We will explore how the politics of these topics shapes their economics and vice versa, and unpack the interests and roles of the many different state and non-state actors involved."
credit,p01286,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Political Economy (POLECON),356,Curriculum & Degree Requirements,"POLECON 201 International Political Economy (4 credits) This course is an introduction to international political economy, the study of how and why international economic policies are formed, and how the international economy influences domestic politics and economic performance. This is a survey course designed to introduce students to the leading theories and evidence-based research relating to international political economy (IPE). It first introduces some of the main theories of IPE, which is the study of how political forces impact the workings of the global economy and how the global economy— simultaneously—shapes politics."
credit,p01287,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Political Economy (POLECON),356,Curriculum & Degree Requirements,"It then explores the history and contemporary workings of the international trade and monetary systems from an IPE perspective. Finally, it delves into specific topics that IPE can help shed light on, such as foreign aid, resources competition, and international environmental protection agreements. POLECON 202 The Politics of International Economic Relations: America in the World Economy (4 credits) Introduction to politics of international economic relations through an examination of persistent major debates and current events in world politics and global economy."
credit,p01288,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Political Economy (POLECON),356,Curriculum & Degree Requirements,"Topics include politics of trade; politics of money and finance; foreign direct investment, multinational corporations, and global value chains; politics of foreign aid and economic development; and corporate social responsibility in a global economy. Examines how material interests, historical and socio-political context, and institutions at domestic and international level shape a country's foreign economic policies. Special focus on U.S. foreign economic policy in comparative perspective. POLECON 211 Risk Analysis and Forecasting (2 credits) This course explores the nature of risk, particularly as it relates to decision-making in areas such as politics, economics, and finance."
credit,p01290,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Political Economy (POLECON),357,Curriculum & Degree Requirements,"POLECON 301 Development (4 credits) This course provides an overview of advanced contemporary work on the political economy of development. This is a survey course designed to introduce students to the leading methods, theories, and evidence-based research relating to development. It first addresses the very concept of development, presents the metrics that are used to measure it, and introduces important development figures. It then introduces key models and theories that have been presented to explain development. Finally, it delves deeper into contemporary questions and debates about the drivers of development."
credit,p01291,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 101,357,Majors & Courses — Topic 2,"POLECON 302 China’s Economic Transition (4 credits) This course will provide a comprehensive overview of the Chinese economy and China’s role in the world economy. China’s current economic challenges will be given particular attention. Topics that will be addressed include: the Chinese economy before 1949; the socialist era, 1949-1978; economic reform and market transition; the role of state enterprises; foreign investment; foreign trade; China’s role in the East Asian trade-production network; the Chinese financial system; Chinese monetary and exchange rate policy; China’s role in global imbalances; the internationalization of the Yuan; and the housing market."
credit,p01292,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 101,357,Curriculum & Degree Requirements,"POLECON 401 Political Economy of the Chinese Reform (4 credits) This course is a reading and research seminar that aims to provide students with a solid, broad understanding of China’s reform policies, programs, and strategies since 1978. It also examines the lessons the Chinese reformers and people learned from the 40-year reform experience as well as the challenges facing the Chinese economy and society in the future. Reading materials include both authoritative and new works on China’s politics, institutions, and economic development at various stages of the reform period. Students have opportunities to apply basic economic theories to the empirical analysis of China’s economic transitions and sociopolitical change."
credit,p01293,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): ECON 101,357,Curriculum & Degree Requirements,POLECON 490 Senior Seminar: Advanced Topics (4 credits) This seminar is a core component of the interdisciplinary major in Political Economy. Students will apply to interdisciplinary topics the knowledge and methods of analysis that they have gained in different disciplines. Students will re-connect with the broader community of faculty and students in their major and further develop their capacities to translate between their areas of expertise and the larger questions and issues that apply across a variety of disciplines. The seminar will foster the ability to see their disciplinary knowledge from a wider perspective and to apply it flexibly. Specific topics will vary.
credit,p01294,Part 10: Majors and Courses,Course Descriptions,POLSCI 20 American Government and Politics (4 credits),358,Academic Procedures — Topic 2,Credit for Advanced Placement on the basis of the College Board examination in American government and politics
credit,p01295,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),358,Curriculum & Degree Requirements,"Credit for Advanced Placement on the basis of the College Board examination in comparative government and politics POLSCI 101 International Politics (4 credits) The theory and practice of international politics and foreign policy; analysis of the various elements of national power and its impact on differing world views and foreign policy behavior, the instruments of foreign policy, and the controls of state/nation behavior across different historical periods and from different national and analytical perspectives. POLSCI 102 Social Choice and Democracy (4 credits) The central theme of this course is to examine the liberal conception of democracy as the aggregation of individual preferences."
credit,p01297,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),358,Curriculum & Degree Requirements,"Social choice theory will be used as our theoretical framework for the analysis of combining individual opinions, preferences, interests, or welfares to reach a collective decision. POLSCI 103 American Ideas and the Idea of America (4 credits) What is the story of the United States? What fundamental ideas of America have been formed as a nation and as an empire? Are there connections we can draw between the US today and its past? What relevance does the US have in China historically and in the present day? What place does the US have in the Chinese imagination?"
credit,p01299,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),359,Curriculum & Degree Requirements,"POLSCI 105 Contemporary Political Ideologies (2 credits) The goal of this course is to understand the fundamental alternative political ideologies or theories that have shaped our world and to consider which political theories may shape our world in the future. To accomplish this goal we will 1) Investigate the theories at the foundation of liberal democracy, capitalism, Marxism, fascism, and anti-liberal Islam; 2) Consider how each of these theories addresses such fundamental human questions as: What is the best form of government? What is the nature of human beings? 3) Study through close textual analysis the principal arguments both for and against each of these theories."
credit,p01300,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),359,Curriculum & Degree Requirements,"POLSCI 106 Political Rhetoric, Crisis, and Leadership (2 credits) This course engages in a series of case studies to evaluate the requirements of political rhetoric, especially during times of crisis. Examples are drawn from ancient Greek and Roman history, the American founding, and the U.S. Civil War. Students will be able to identify how political leaders in various contexts use common logical and rhetorical constructions to negotiate political uncertainty and danger. POLSCI 201 Political Institutions and Processes (4 credits) The purpose of this course is to examine and understand issues related to political institutions and processes."
credit,p01301,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),359,Curriculum & Degree Requirements,"The main topics that will be examined over the course of the term include the central themes, theories, concepts, and questions of the contemporary study how policy-making processes vary across different institutional arrangements. POLSCI 202 U.S. Citizenship: History, Meaning and Conflict (4 credits) What does it mean to be and to become an American citizen? What combination of political principles, cultural identity, and historical experience does and should constitute U.S. citizenship? This course explores the meaning of citizenship and nationhood in different historical contexts, amidst competing constitutional interpretations, and at the center of contemporary policy debates."
credit,p01302,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),359,Curriculum & Degree Requirements,"POLSCI 203 Civil Rights and Civil Liberties (4 credits) This course examines the meaning rights and liberties in the American and global context. It considers competing justifications as well as specific legal and policy debates ranging from freedom of speech and the press, religion, sexuality, abortion, and discrimination. POLSCI 204 The U.S. Constitution and its Critics (4 credits) The U.S. Constitution is the foundation of the American legal and political system. It is the oldest national constitution still in effect, and it has influenced many subsequent constitutions around the world."
credit,p01305,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),360,Curriculum & Degree Requirements,"POLSCI 207 Democratic Institutions in America (4 credits) From the framing of the Constitution to the present day, the US has had unique political institutions and political culture, which have long arrested the minds of political theorists, philosophers, writers and academics. Drawing on multiple disciplines, such as sociology, history, philosophy, and literature, this course will explore America’s democratic political structures as well as the various institutions that live alongside them. Students will examine the US Constitution and political system. They will look at the relation of the US political system to American culture, to race, to education, to capitalism, and to empire."
credit,p01306,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),360,Curriculum & Degree Requirements,"POLSCI 208 Political and Social Inequality (4 credits) How do different groups with different levels of political power shape political outcomes? How do gender, racial, environmental, and social inequalities express themselves through the political system? What is a ‘fair’ level of inequality? How do different institutional designs shape and channel inequality? This class introduces students to readings, arguments, and concepts that begin to explore the answers to these questions."
credit,p01307,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),360,Curriculum & Degree Requirements,"POLSCI 209 Democratic Erosion (2 credits) The course responds to the widespread media coverage and commentary suggesting that democracies around the world are backsliding into authoritarianism by treating “the threat of democratic erosion as an empirical question, rather than merely a political one”. The first week of the course focuses on definitions—democracy, democratic consolidation, democratic erosion. In each of the next six weeks, the following particular themes will be investigated: institutions, populism, the media, polarization, exclusion, and resistance. POLSCI 210 International Relations in East Asia (4 credits) This course helps students understand the interactions among states in East Asia since WW II."
credit,p01309,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),361,Curriculum & Degree Requirements,"POLSCI 211 Politics and Literature (4 credits) In the past, the poet was regarded, not as an antipolitical bohemian nor as a political partisan, but rather as a wise teacher who could help us to understand the drama of human life as a whole and the drama of political life in particular. The goal of this course is to investigate the nature of politics and human nature by studying a number of masterpieces of classical literature. As we study these works, we will consider such themes as the equality of the sexes, democracy and aristocracy, science and politics, religion and politics, love and politics, and ambition and politics."
credit,p01310,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),361,Curriculum & Degree Requirements,"POLSCI 212 Pathologies of Modern Society: Foundational Ideas (4 credits) This course introduces the ideas of 4 social theorists: Tocqueville, Marx, Durkheim, and Weber. Described as “the founding fathers” of modern social theory, these thinkers sought to understand modern society, and its pathologies, in order to improve human life. Their ideas – such as public opinion and democratic despotism, alienation and ideology, rationalization and disenchantment, and organic solidarity and anomie – are still used by social scientists today to analyze and frame social, economic, and political problems. POLSCI 213 Populism (2 credits) Populism is widely recognized as a threat to liberal democratic states around the world today."
credit,p01311,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),361,Curriculum & Degree Requirements,"In this course, we will analyze the phenomenon of populism from three basic perspectives. First, we will read theories of what populism is and how it relates to liberal democracy. Second, we will examine what the aims and practices of different populist movements from around the world are (movements such as those in Venezuela, Brazil, Hungary, Poland, Turkey, France, and India). Third, we will investigate what the causes of populism are and how we can respond to it. POLSCI 214 Authoritarianism and the Struggle for Democracy in Latin America (4 credits) This subject explores the precarious balance between the ideal of democracy and histories of authoritarianism in Latin America."
credit,p01313,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),361,Curriculum & Degree Requirements,"POLSCI 216 War and Peace: Foundations of the International Political Order (2 credits) Most nations claim to seek peace, yet war is a recurrent feature of international politics. This course examines the reasons why this is the case. Is war an inevitable result of the clashing interests of states, or is it a regrettable consequence of their failure to correctly assess those interests? We will"
credit,p01314,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),362,Curriculum & Degree Requirements,"study the greatest works of political philosophy and political science in order to understand the causes of war and the prospects for a more resilient peace. POLSCI 219 The U.S. Legal System: Lawyers, Judges, Lawmakers, & Bureaucrats (4 credits) In this course students will learn how the U.S. legal system actually operates: the 3 branches of government (legislators, judges, and agencies), the 3 levels of government (local, state, and federal), and the 4 main actors (judges, lawmakers, bureaucrats who regulate your daily life, and lawyers who have to deal with all the others). You will also learn about the principles of and tools for interpreting laws and regulations."
credit,p01315,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),362,Majors & Courses,"Students will do practical exercises on current issues throughout the term to best develop their oral and written advocacy skills. POLSCI 221 US/China Relations (4 credits) This course addresses the complex relationship between China and the United States including the two countries' foreign relations, trade, cultural exchanges, and images and (mis) representations of each other. The relationship between China and the United States is now, and will likely continue to be, the most important international relationship of our era."
credit,p01316,Part 10: Majors and Courses,Course Descriptions,POLSCI 21 Comparative Government and Politics (4 credits),362,Majors & Courses,"In order to understand present and future challenges and opportunities more fully, this course will examine the long and tumultuous history of US-China relations from colonial America to the present with a historical approach. The course will explore the relationship in actual time and circumstance. Paying equal attention to Chinese and American perspectives, this course will discuss the relationship’s diplomatic, economic, and military components, as well as social and cultural interactions. Previous study of international relations is helpful, but not required. POLSCI 301 Program Evaluation (4 credits) This course introduces students to the approaches used by social scientists to evaluate the implementation and impacts of public policies."
credit,p01318,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): STATS 101 and SOSC 102,362,Curriculum & Degree Requirements,"POLSCI 302 Public Opinion (4 credits) Examines nature and role of public opinion from a comparative perspective, providing a broadbased introduction to the dynamics of citizens' social and political attitudes. The goal of the course is to help students arrive at a more comprehensive understanding of forces that shape beliefs, attitudes, and opinions of the public, how those views are publicly expressed, and the influence of those opinions on policy outcomes. While the design, implementation, and analysis of public"
credit,p01320,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,363,Curriculum & Degree Requirements,"POLSCI 303 International Politics of East Asia (4 credits) Course explores the economic, political, and security issues in East Asia. Examines respective theoretical and historical backgrounds of the region (Japan, North Korea, South Korea, Chinese mainland, Hong Kong, Macau, Taiwan, Southeast Asia). Focuses on issues surrounding the region, including globalization, economic interdependence, nuclear proliferation, territorial disputes, and terrorism. Utilization of some international relation theory and methodological tools for more systematic analysis of these issues. Readings will be drawn from international relations theory, political science and history."
credit,p01321,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,363,Curriculum & Degree Requirements,"POLSCI 304 Revolutions and Foundings: A Comparative Perspective (4 credits) This course examines the Founders of the American political order and compares them with the more contemporary founders of other political traditions. This course examines the political thought and careers of key protagonists in the American Revolution and constitutional Founding (such as George Washington, Thomas Jefferson, John Adams, Alexander Hamilton, and James Madison) and revolutionaries and founders in other modern settings (such as Mohandas Gandhi, Che Guevara, Nelson Mandela, Vaclav Havel, Mao Zedong, and Lee Kwan Yew). POLSCI 305 American Capitalism in the World (4 credits) This course examines American economic history and the global reach of capitalist markets."
credit,p01322,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,363,Curriculum & Degree Requirements,"It explores patterns of commerce, the development of the regulatory state, business cycles and crises, the nature of the corporation and the changing of labor markets and the meaning of work. The course considers crises, contradictions, and competitive virtues and drawbacks associated with the modern American economy and highlights key trade-offs and lessons for democratic institutions, business, and culture. POLSCI 307 Political Economy of Institutions (4 credits) Without paying attention to institutions, one cannot understand why some societies are wealthy and others poor; why some are innovative and others un-creative; or why some are politically stable and others in perpetual turmoil."
credit,p01324,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,364,Curriculum & Degree Requirements,"credible commitment, redistribution, the provision of collective goods, coordination, protection of expectations, generation of common knowledge, governance, rent seeking, and the reduction of transaction costs. POLSCI 308 Global Governance (4 credits) This course provides an overview of the evolving architecture, processes and variable outcomes of global governance. Governance, at whatever level of social organization it occurs, refers to the systems of authoritative rules, norms, institutions, and practices by means of which any collectivity, from the local to the global, manages its common affairs. Global governance is generally defined as an instance of governance in the absence of government."
credit,p01326,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,364,Curriculum & Degree Requirements,"POLSCI 310 America in the World (4 credits) This course examines the place of America in the wider world and the nature of American regional and global engagement. I t explores how Americans have viewed and defined themselves in relation to numerous other nations and peoples examines the relation between ideology, politics, culture, and foreign policy. POLSCI 311 The Political and Social Thought of Hannah Arendt (4 credits) Hannah Arendt is one of the most important 20th century western political thinker. Although her work covered a wide range of subjects, her foremost concern was politics and society."
credit,p01328,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,364,Curriculum & Degree Requirements,"POLSCI 312 Islamic Political Thought (4 credits) This course aims to introduce students to the Islamic tradition of political thought through the careful study of selected foundational political texts of Islamic civilization. Students will be exposed to the great variety of thinking about politics that has taken place in the Islamic world through close readings and in-depth discussions of specific primary texts, including the Qur’an, the writings of Muslim philosophers, theologians, historians, and literary writers in the Middle Ages. Students"
credit,p01329,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): None,365,Curriculum & Degree Requirements,"will be introduced to such fundamental themes as: politics and religion, the individual and the political order, wisdom and political rule, power and conquest, tradition and modernity. By establishing familiarity with the intellectual background of Muslim societies, this course fosters students’ abilities to navigate an increasingly globalized world and to engage with actors from industry, government, and civil society with culturally and religiously diverse backgrounds. POLSCI 313 Political Psychology (4 credits) Are political ideologies ingrained in our DNA? Why do neurological and physiological processes define our political preferences? Why do we get angry when discussing politics? Can we estimate the causal effect of cultures on individual political behavior?"
credit,p01331,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): STATS 101 or Consent of the Instructor,365,Curriculum & Degree Requirements,"POLSCI 314 Refugees and the Biopolitics of Citizenship (4 credits) The refugee is caught between national and international political logics. Each country applies its own calculus for deciding which asylum seekers should be granted the status of refugee, and how refugees should be accommodated or denied access to public goods, rights and residency. This course examines the politics of national responses to record numbers of people seeking asylum, including bureaucracies of (in)validation, xenophobia, the construction of walls and detention centers, international accords, multicultural solidarity, and novel categories of citizenship."
credit,p01332,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): STATS 101 or Consent of the Instructor,365,Curriculum & Degree Requirements,"Contemporary responses to refugees reveal the interconnectedness of political and structural violence, the limits of humanitarianism and hope for new forms of international cooperation. POLSCI 315 American Politics in Comparative Perspective (4 credits) This course examines the key actors, institutions, and processes in American politics from an explicitly comparative and rational choice perspective. Topics covered include federalism and the states, the constitution and its interpretation, Congress and its committees, the presidency and bureaucracy, the court system, and voting and elections. For each, America is compared with other advanced industrial democracies, newer democracies, and authoritarian regimes. These comparisons generate insights into what makes America alternately typical and atypical, successful and unsuccessful."
credit,p01334,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Psychology (PSYCH),366,Majors & Courses — Topic 3,"PSYCH 101 Introductory Psychology (4 credits) Broad survey of the field of modern psychology. The main goal of this course is to provide students with an introduction to the important topics, theories, research, and applications in psychology. PSYCH 102 Cognitive Psychology (4 credits) Overview of cognitive processes including pattern recognition, concept formation, attention, memory, imagery, mental representation, language, problem solving, and modes of thinking. The basic approach is both empirical (using data collection and analysis) and theoretical (building models using inductive/deductive reasoning). Application of basic laboratory results to cognition in everyday life."
credit,p01335,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PSYCH 101,366,Majors & Courses — Topic 3,"PSYCH 103 Developmental Psychology (4 credits) Overview of the cognitive, social, and emotional changes that occur throughout the lifespan, with emphasis on the period from infancy to adolescence. Examines both the empirical evidence and the theoretical models used in understanding human psychological development."
credit,p01336,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PSYCH 101,366,Curriculum & Degree Requirements,"PSYCH 104 Social Psychology (4 credits) Effects of social interaction and social processes on a wide range of individual attitudes and behaviors (for example, conformity, leadership, prejudice, aggression, altruism). Emphasis on the logic, reasoning, research designs, and methods by which knowledge is generated."
credit,p01337,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PSYCH 101,366,Majors & Courses — Topic 3,"PSYCH 105 Abnormal Psychology (4 credits) This course provides a broad overview of abnormal psychology. Areas of focus include: Reviewing different theoretical perspectives for conceptualizing abnormal behavior; Approaches to the diagnosis and assessment of psychopathology; Major classes of psychopathology including how they are defined and treated; Current research, methods, and theories in the field of abnormal psychology."
credit,p01338,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PSYCH 101,367,Academic Procedures,"PSYCH 110 Mindfulness, Stress, and Health: Eastern and Western Perspectives (2 credits) Mindfulness-based therapies are based in Eastern and Western philosophies, theories, and research. They have been shown to be significantly helpful for stress-related problems, mental health problems, and medical disorders. Mindfulness-based therapies are also revolutionizing the way that psychologists think about and treat human suffering. In this course, we will explore the theories, techniques, and research on mindfulness-based therapies from Eastern and Western traditions. A combination of lecturing, class discussion, and experiential exercises will be used to help students gain a well-developed understanding of this important area of psychological research and practice."
credit,p01339,Part 10: Majors and Courses,Course Descriptions,Prerequisite(s): PSYCH 101,367,Curriculum & Degree Requirements,"Students will also acquire basic skills in how to use mindfulness-based techniques to reduce stress and distress. PSYCH 313 Political Psychology (4 credits) Are political ideologies ingrained in our DNA? Why do neurological and physiological processes define our political preferences? Why do we get angry when discussing politics? Can we estimate the causal effect of cultures on individual political behavior? This course introduces you to advanced research topics in political psychology---a discipline that applies rigorous psychological and statistical methods to the analysis of political behavior. First, we will examine the genetic and environmental origins of political beliefs. Second, we will learn how our brain processes political information."
credit,p01341,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Public Policy (PUBPOL),368,Curriculum & Degree Requirements,"PUBPOL 101 Introduction to Policy Analysis (4 credits) Governments constantly face questions such as: How do we address deforestation? How can we slow down climate change? How can we make food safer? This course teaches a systematic way of dealing with these questions, namely policy analysis. This technique enables students to identify, examine, and evaluate options to implement policy goals. Readings will be a combination of theory and case studies from around the world. PUBPOL 102 Introduction to the United States Health Care System (4 credits) Overview of the key health policy issues in the United States."
